Subject,pc,sigma,lambda,theta,nLogLik,n_parameters,aic,optimizer,Timepoint,Subject_tx,x
destabilizing_treatment_11,pc2,0.24942019346104632,0.1737475460478688,0.05753826299012457,-10.866388439299687,10,15.228651208737315,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11']","[0.002573887782289708, -0.07848834866382225, -0.1583820223366894, -0.13853728771051907, -0.08370342047224952, -0.12626555823622462, -0.13209237330019308, -0.0417247639873205, 0.0858604384779045, 0.1055649717182191]"
destabilizing_treatment_11,pc3,0.29673978669760737,0.17241410559195094,-0.06725694790356565,-8.086847039659961,10,15.819522160828306,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11', 'destabilizing_treatment_11']","[0.009583890368086384, -0.06432954460944812, -0.02744740518113977, 0.0060208863973523485, 0.13183776968334865, 0.13065272132701686, 0.18083837573653744, 0.14421205910236906, -0.006189492279373737, -0.1444960064280591]"
destabilizing_treatment_12,pc1,0.2307999484850547,0.28198949656912475,0.11533444513406979,-12.107803791304429,10,15.012299627705065,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12']","[0.0010024753254094265, 0.030997504523953317, -0.009292109349272337, -0.03293616363123901, -0.0003106058265676323, -0.039546781227107315, 0.11132471602384872, 0.1610844830469664, 0.14588367909344888, 0.12579940718234567]"
destabilizing_treatment_12,pc2,0.18263532980635483,0.40042826353507976,-0.14048777320961814,-15.852878226359191,10,14.473297849188121,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12']","[-0.009292887581735368, -0.03627030140822694, -0.052196888669521394, -0.1294258377695635, -0.06452938643043515, -0.08111680980311498, -0.13268598282055438, -0.1456287242864486, -0.16819422282466637, -0.16169783560390716]"
destabilizing_treatment_12,pc3,0.2214906567241878,0.8247850819932262,-0.08225828090409262,-12.766375902988463,10,14.90637033592741,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12', 'destabilizing_treatment_12']","[0.007146766619120464, -0.07826066601593588, -0.14622474008378095, -0.12555132494001447, -0.13287899451651616, -0.09579507619281279, -0.04722306511664535, -0.04567272270159175, 0.01844444155813125, -0.13530585128653544]"
destabilizing_treatment_13,pc1,0.25318536065029723,0.3451040168051463,0.13729306523371704,-10.626682195349538,10,15.273263946906583,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13']","[0.0010100357329423314, 0.0604274197319449, 0.04446364390572999, 0.04587764872228833, -0.06477113155116337, 0.05678330456941953, 0.09103041620056251, 0.1850877153431155, 0.21560182659438057, 0.16562896234143665]"
destabilizing_treatment_13,pc2,0.19511469454469993,0.5123958331791274,0.20943153396778258,-14.795035885985117,10,14.611416577205205,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13']","[-0.001443200688937054, 0.04816967429828639, 0.00036884992637048475, 0.14355504720790754, 0.21457596599856102, 0.1977617973992695, 0.20836186738114304, 0.1501938107461066, 0.22130347708931358, 0.2278464405847494]"
destabilizing_treatment_13,pc3,0.1980298739145497,0.9842845874997751,-0.11155660571804701,-14.557851522222201,10,14.643739056812974,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13', 'destabilizing_treatment_13']","[-0.001102273842400714, -0.13409737001732985, -0.12132797688600455, -0.11230951643612523, -0.09026254337151647, -0.15840162856966628, -0.14107576460062835, -0.1492129372774324, -0.05597610300286493, -0.05013123572598473]"
destabilizing_treatment_14,pc1,0.2698784497239972,0.36570396578701597,0.13179648298843719,-9.605124266461663,10,15.475406532356917,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14']","[-0.0008857697256518571, -0.06326787757374291, -0.030635811058314144, 0.09321387607739658, 0.043214403534155635, 0.03138033614926067, 0.1695896048709018, 0.2485361312584812, 0.17529134617361952, 0.1504729215588483]"
destabilizing_treatment_14,pc2,0.17612266929640824,0.48565089382461435,0.06784660673023105,-16.433731652200592,10,14.401327938885176,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14']","[-4.8055082133653394e-05, 0.014771799698975302, 0.04168628515279847, 0.05721767737487815, 0.12406234420627847, 0.11105125762356723, 0.06596566795719014, 0.09389850854192008, 0.05259587321648088, 0.02508715751918101]"
destabilizing_treatment_14,pc3,0.24143023081723963,0.5006714063194331,-0.0020205974370035937,-11.387216166374428,10,15.135017325482146,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14', 'destabilizing_treatment_14']","[-0.0035014565559600965, 0.09276221690514999, 0.021026057626204922, 0.0037640058628159445, 0.07635958848529713, 0.04022227121121581, -0.03842917127497489, -0.08227679578014051, -0.021983366035212504, -0.08091348323729197]"
destabilizing_treatment_15,pc1,0.1893760460288847,0.3675307280697704,-0.008426352712247502,-15.272827546114247,10,14.547849455794559,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15']","[-0.003436267377404376, -0.05963641748210831, 0.04861334732504913, 0.04530088265468721, 0.06405015871212079, 0.031447056686751074, -0.02417817560368591, -0.032152210012741045, -0.02480014790069244, 0.0415065728396509]"
destabilizing_treatment_15,pc2,0.1695011544482572,0.13230538867433406,-0.4957898756541863,-17.046703318772153,10,14.328086337406845,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15']","[-0.0024830986456403827, -0.02868922445596407, 0.013650414929526476, -0.054218195694537376, -0.1652118077120494, -0.20622533071976368, -0.21055955056256753, -0.25335919186969513, -0.3162958705656107, -0.32684706830488475]"
destabilizing_treatment_15,pc3,0.24817812901508798,0.7349795647519974,-0.02753280572783527,-10.946200920909318,10,15.214015103599975,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15', 'destabilizing_treatment_15']","[-0.005519333771982953, 0.021325910734002106, -0.05365511855704614, -0.021597136799328197, 0.025095578936066384, -0.07756830657271119, -0.1077661414443285, -0.14153659341182698, 0.030038029415422607, 0.016707989116665958]"
destabilizing_treatment_16,pc1,0.16905328349043613,0.6819752508548671,0.036881838939023526,-17.08910145175849,10,14.32311816336513,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16']","[0.006194798279493601, 0.052304927952602234, 0.04238820366899107, 0.08187956577956071, 0.01952516413875747, -0.009423419354266042, -0.00023812190155479522, 0.01589715107617562, 0.03951851815118811, 0.0640085581794838]"
destabilizing_treatment_16,pc2,0.24268688506240899,0.3104917424673827,-0.26065399960440006,-11.304266307376931,10,15.14963959242025,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16']","[-0.00482856971759946, -0.08011653587543491, -0.1225966883732034, -0.055308526940422556, -0.1575102065183267, -0.18617949303512643, -0.2176002853951725, -0.3423454907674332, -0.2765271446413878, -0.2715930984446918]"
destabilizing_treatment_16,pc3,0.22265095207699837,0.14712214007961322,-0.10764080500209153,-12.682796331401555,10,14.919507088873294,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16', 'destabilizing_treatment_16']","[-0.005453551828206207, 0.04078328636804003, -0.015809630403916183, 0.05421768693695721, -0.029562079514398654, -0.037193614012419864, -0.09731835849819273, -0.10207036561328844, -0.153857250408567, -0.1317964825947024]"
destabilizing_treatment_17,pc1,0.2146298748659986,0.3525653552140254,-0.19334013975494,-13.269827966981973,10,14.829014231591067,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17']","[-0.0017460717891148404, -0.0651032240733473, -0.16026894568816025, -0.16809199612331632, -0.15769803770454113, -0.08058830860608182, -0.11092449412687724, -0.21831341802617554, -0.20957408996154175, -0.2518724195478132]"
destabilizing_treatment_17,pc2,0.2567814449004371,0.44653306228889883,-0.14101237003315045,-10.401020977425969,10,15.316192055529555,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17']","[-0.004363162339364975, -0.02925525274615773, -0.05267716189640939, 0.038054961199324444, -0.11940813671131889, -0.1448564980996884, -0.14467029001556972, -0.1049307320067081, -0.21335090169997778, -0.1983091175596847]"
destabilizing_treatment_17,pc3,0.21295285389339896,0.35063365581545203,-0.18733209644941345,-13.395400769022523,10,14.81017715630215,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17', 'destabilizing_treatment_17']","[0.000317010662882522, -0.0354771209335066, -0.08513009684484651, -0.13250867540071196, -0.13844223595484373, -0.13885890243458537, -0.19382269172317318, -0.2637005597378326, -0.26272550857997096, -0.14883028405263352]"
destabilizing_treatment_18,pc1,0.1698638000485784,0.6478384904120242,0.028745795178567637,-17.012570077450512,10,14.332095025713464,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18']","[0.0032588446631901923, -0.013557347745348418, 0.025589030206992963, 0.041811072731150374, -0.012710512219653539, 0.03103394708609941, 0.00438856635793634, 0.03391451700865004, 0.047476992683323616, 0.07816830644651947]"
destabilizing_treatment_18,pc2,0.2309235413451003,1.201333910453231,-0.004212566307007368,-12.099142556552257,10,15.013730826006135,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18']","[0.0063907030353971385, 0.08279903093102815, -0.04519473213216531, 0.022475082166341434, -0.05744911128011612, 0.04507169220280702, -0.020695367858725472, -0.09876168354641603, -0.004952617343607857, 0.021856769180966143]"
destabilizing_treatment_18,pc3,0.2621200103627066,0.37895011006645885,-0.12775587148190817,-10.071768805705748,10,15.380527315361764,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18', 'destabilizing_treatment_18']","[-0.0022585139566844536, -0.017647368717551452, -0.23476983176343108, -0.21307032171120022, -0.16148873308272232, -0.18282138649847712, -0.23804011223095345, -0.22500174671984666, -0.241172461703663, -0.03877910269726148]"
destabilizing_treatment_19,pc1,0.2592441044128662,0.6987308618058541,-0.020677981184175354,-10.248317348783688,10,15.345772937971528,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19']","[-0.004636992341170743, 0.10071582477808534, -0.06604780899968353, 0.008649638366611659, 0.037514941855461365, -0.05815686079762267, -0.13212962897304747, -0.021999578109628784, -0.04881248187071485, -0.08741988359727132]"
destabilizing_treatment_19,pc2,0.24448571684135367,0.6562513833243926,-0.07466539568955552,-11.186024387484524,10,15.170669646847562,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19']","[-0.00642081998710363, 0.006897539358007405, -0.016892725647447756, -0.038986664577059266, -0.10580442564624437, 0.004261665330715869, -0.03903686234124299, -0.0839054685767916, -0.19761627897824097, -0.10431008821735899]"
destabilizing_treatment_19,pc3,0.2321932567341612,0.4654667479400835,-0.011242251822170974,-12.01143771049037,10,15.028281323246112,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19', 'destabilizing_treatment_19']","[-0.0003307149569411849, 0.039707299372427445, 0.009531054413483602, 0.06749792657296061, 0.09326321488474588, -0.020689691819317776, -0.08288982801149833, -0.026556922657845712, -0.026825150626611578, -0.07842902931198947]"
destabilizing_treatment_20,pc1,0.20677641107115008,0.8203475411890357,0.11747588387928826,-13.866300348057205,10,14.741077077914492,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20']","[0.004425563313412, 0.08267610979331437, 0.04379934037105195, 0.1144047272990878, 0.08165800312138585, 0.03433314339865906, 0.15950215682925759, 0.18057900830540752, 0.11013613163670534, 0.1386148774821582]"
destabilizing_treatment_20,pc2,0.24034251701997278,0.004001556719053268,-3.324896824721229,-11.459521382625288,10,15.122358107508752,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20']","[-0.005388100318290654, 0.09745026407158468, 0.004758283686191522, -0.02948139077869235, -0.038824121478963296, -0.139382837941256, -0.19764922190631448, -0.24073401081045506, -0.22495377871466707, -0.20103021168124116]"
destabilizing_treatment_20,pc3,0.1508824639676966,0.9165875113752877,-0.04289832843583974,-18.908481006906566,10,14.120778896119358,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20', 'destabilizing_treatment_20']","[0.0019515965851321093, -0.06162466125502683, -0.07030636070813102, -0.0836067464872499, -0.040589578230612794, -0.060805844586381164, -0.01430212640750321, -0.03114074196967335, -0.01405576890843499, -0.03453425993275272]"
destabilizing_treatment_21,pc1,0.19963528750175596,0.6934452403564979,0.09173074927789052,-14.428559661388594,10,14.661580895523423,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21']","[-0.006593896490164499, -0.005743036212122863, -0.07535837678886646, 0.05802013799972726, 0.12791182298337478, 0.06077094833721752, 0.07866561028786088, 0.11819070671494653, 0.14665045109791375, 0.08022554539599978]"
destabilizing_treatment_21,pc2,0.21949620896684247,0.4695984409126963,-0.03712432466252974,-12.91114440504183,10,14.883818308435956,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21']","[0.006542683615984169, -0.011919184891927616, -0.012231114209806266, -0.046683455198810044, -0.14319914639911288, -0.10837931737795922, -0.03738242423862137, 0.03211489154305473, -0.007340693420780087, 0.015423009177771993]"
destabilizing_treatment_21,pc3,0.24926715884903666,0.19483243391199034,0.0078884292305335,-10.876213079069917,10,15.226843763491061,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21', 'destabilizing_treatment_21']","[0.008846396692648346, 0.12730805752238586, 0.04899906896350352, 0.09474473646636772, 0.09675776018965404, -0.011378288251104277, -0.06771964066153921, -0.09375090037749592, -0.06943727892973675, -0.05854355448006137]"
destabilizing_treatment_22,pc1,0.2418058637081032,0.3662619045580895,0.031137257472422995,-11.362365080835792,10,15.139386829281516,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22']","[-0.009219543208758429, -0.09779904744140479, -0.2098062967455379, -0.08792250765770362, -0.12819151947429946, -0.030844807422524934, -0.02336561087392193, 0.04655375238114817, 0.05779490189167296, 0.1110191342429471]"
destabilizing_treatment_22,pc2,0.1873608299328718,0.055996591457347464,0.7575990422153045,-15.443959133614001,10,14.5255641354053,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22']","[0.0051160421817665405, 0.026538473685306818, 0.02524393519797505, 0.041167842374444416, 0.1417899431606491, 0.15453795935892184, 0.16849079723539384, 0.1738599899137879, 0.2656248414298058, 0.28856240298413777]"
destabilizing_treatment_22,pc3,0.2045590948060817,-0.09100052204577116,-0.3998400031650261,-14.038838610627323,10,14.71634464972923,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22', 'destabilizing_treatment_22']","[0.0006729518230979315, 0.04226104194056183, 0.0021814955935260186, 0.023077522487446638, 0.01803039096892278, 0.13739251116506965, 0.12870161555719548, 0.16835983156242876, 0.2161379299762839, 0.3148836060244294]"
destabilizing_treatment_23,pc1,0.20211768884760845,0.4176650459136097,-0.13208930798672866,-14.23096116379908,10,14.689160090576564,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23']","[0.0013432644456208998, -0.010531475889176183, 0.014839239461877745, -0.028796374336942657, -0.10924956092662257, -0.09441371523093697, -0.17539780185220416, -0.1441223459361225, -0.185813480306029, -0.11324341801657087]"
destabilizing_treatment_23,pc2,0.2538413670612911,0.29940447741241594,-0.2888669408167811,-10.585082659523145,10,15.281108572649604,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23']","[-0.00855058731697373, -0.07908096344000246, -0.03632227471956208, -0.10442493335521508, -0.08691579798542992, -0.13592929864592296, -0.26303064159542133, -0.38494679582357083, -0.3547142255109807, -0.24606815459546058]"
destabilizing_treatment_23,pc3,0.2146029137980708,0.9025973724785572,-0.030532310291247082,-13.271902326687213,10,14.828701612980826,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23', 'destabilizing_treatment_23']","[-0.0003011746438906071, 0.05253011174905647, 0.022419274091524125, -0.0801355103769046, -0.060761547129853793, -0.06080465190200294, -0.02415044529918338, -0.057770943142661006, -0.056292490544387626, 0.03596285571557454]"
