Subject,pc,sigma,lambda,theta,nLogLik,n_parameters,aic,optimizer,Timepoint,Treatment,x
control_pc1,pc1,0.26138810731903744,0.24018165587717366,0.03533411698650279,-354.0800345254515,35,58.26095405237955,basinhopping,"[[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]]",control,"[[0.005336762835541, -0.0681980256575988, 0.04947590090608611, 0.04755014558003729, 0.16393112884737307, 0.28729823793233933, 0.22148181550674811, 0.23707335387716677, 0.16042060117237134, 0.2056960331937137], [-0.004952870694631168, -0.06984543874756423, -0.06360983268324426, -0.0316840728341167, 0.033125139224117764, 0.1512720221728301, 0.09055620823319024, 0.021160359936266734, -0.0367505212074183, 0.09265454883858974], [-0.0036651376926358894, 0.02674277893903639, 0.05308212981161532, 0.12331098712399759, 0.20784903173932723, 0.16380356684580882, 0.08698321368320372, 0.1090597466296781, 0.12684286514630302, 0.2519254293359596], [0.0011883125254654515, -0.0229216641520409, 0.005368283583566502, -0.07495821966304266, -0.023696106220808852, -0.012786445568596892, -0.1208564653804371, -0.08341203901068178, -0.06499090745679265, 0.05861270943025729], [0.007254881679835667, -0.011578353792983855, 0.09555153957662607, 0.1193729485764094, 0.08592103523333267, 0.06699716118825531, 0.032663838403596754, -0.011159004145669185, 0.05696310582275853, -0.019278590557972305], [0.000529576138930572, -9.773622863610827e-05, 0.033473925284355416, 0.09535135662151722, 0.05797324809855707, 0.1105959315511318, 0.20767035973984035, 0.23982125173979968, 0.14328774141888262, 0.13320794706015304], [-0.001967313962587942, -0.12021986976876678, -0.1786082942460007, -0.06538337271342673, -0.13887519454053066, -0.18404544405892165, -0.07514584122685894, -0.02149359188595433, 0.03919286782640408, -0.09019247467151012], [0.0001487885305873049, 0.09071829482411109, 0.10490717045938042, 0.129832029419828, 0.023274591954531604, 0.11923112411662977, 0.2635983533196812, 0.14556191444264366, 0.190209293273371, 0.26293093366060094], [0.0028804338837922637, -0.003403733576774423, 0.07815279284360402, 0.02206996054316092, -0.005520351065569289, 0.01633573246144372, 0.015009155095191998, 0.09000565817052596, 0.15343916390629753, 0.10560870344702564], [-0.0008729252671350208, -0.035377294822818366, 0.05252754126655831, 0.0320425916385172, -0.013195319737876895, -0.09215982974998016, -0.14679336335267243, -0.19719625688328696, -0.16623544321247832, -0.1527058783525407], [0.0019848715171680077, 0.06670698076595977, 0.1004385110643594, -0.03757705609570129, -0.04137812938484433, 0.04173215797147115, 0.04989546110361043, 3.177306196682633e-05, -0.010251207124017923, -0.12954684531446362], [-0.004588689480354302, -0.05237991270838553, -0.010335740371830285, -0.004332267379433386, -0.010215395160331453, -0.07790194110695194, -0.17844899460661012, -0.06889382526185965, 0.08718674024439248, 0.0638141739683919], [0.0037125201527561224, -0.03752581118051975, -0.01137589008981011, -0.08338211769004408, -0.09189618913149807, 0.00938145268600303, -0.02415483409586172, -0.017826167553770887, -0.01638747263055296, -0.08904880919966018], [-0.001518152513222133, -0.06708172967582515, -0.1112858235938265, -0.05449485268834566, -0.02552638416785177, -0.05244994036790535, -0.1472784498828115, -0.051513855664938726, 0.020473819066499963, 0.006249798848277574], [-0.007875309859691766, -0.0768132307207541, 0.014489787726667064, 0.06630993091773371, -0.009320428021399346, 0.10379226120381595, 0.24219297834056214, 0.15450497394419496, 0.1192148991296865, 0.19196535265322662], [0.00917381142917229, 0.027857831067408363, 0.08701560526658118, 0.06974728209028441, 0.08001592304396941, -0.0062289736132534745, 0.05795807800577271, -0.10298111646172556, -0.055642241603204926, -0.054310915363591436], [0.00687274035386251, 0.08763045356668545, 0.005857649626173689, 0.049096805834378206, -0.017527055382138564, 0.06732092504518353, 0.04458043739684592, -0.036564238594934004, -0.10491530429248434, -0.16401985348590392], [0.005128527067408255, 0.010880535888592134, -0.07647764660373119, -0.07870930330627329, -0.10010033858467948, 0.0023650647199536523, -0.032781304826475136, 0.10172937175991768, -0.056108589589920724, -0.01719887673015886], [0.0040845248738844075, -0.01271025927679566, 0.04007023739881674, 0.04717471141705363, 0.08566804870021616, 0.035840239250416746, -0.12735273195304117, -0.14805941219045052, -0.1157191524524474, -0.05250199944461115], [-0.0024218899529430417, 0.14428428052275433, 0.1405615892638228, 0.08988008129439999, 0.17269366326678232, 0.08816486529608919, 0.19707139312155422, 0.18235977839960896, 0.1352618965740391, 0.15946503794576242], [-0.004841693757662984, 0.1162245518550112, 0.11266962811115552, 0.05630311922371008, 0.07443203013014403, 0.10895182830335569, 0.014538010971054616, 0.10490803192658064, 0.03178563757648602, 0.02306283282333519], [0.009770208923214705, -0.042953136523093294, -0.01129498449813316, -0.04711478712558109, 0.10989261226344801, 0.1382581465958808, 0.04678018555898451, 0.1515867250854344, 0.08373883958975664, 0.0037284870153020816], [-0.0013580080992415878, 0.14764977772184876, 0.11490830635926472, 0.06242716305631466, 0.03387708432478242, 0.013509983205640896, -0.008598892770443647, -0.03079094812372017, -0.07268178958629269, -0.07987997711320419], [-0.0043985002815174834, 0.07861361306046402, -0.04724429406682876, -0.025574712198177352, 0.03437105340523741, 0.18969465907072597, 0.10637098735626405, 0.002043004577992405, 0.08545855564491969, 0.0437303220874343], [-0.003911474710069878, 0.06396389814988088, 0.046444358488331124, 0.044787103844298966, 0.06286304396909957, -0.003974291103862673, 0.07481220466712059, 0.14029635357687292, 0.05725263754920348, 0.08205263323368961], [0.0007273209817402604, -0.041099262264623126, -0.05310308409327742, -0.19305609629863102, -0.184961534282856, -0.20022569587537392, -0.13817045066562444, -0.16636181146538095, -0.08402658508194713, 0.025476856247989565], [-6.469412784485763e-05, 0.15372512183598344, 0.16466789919178962, 0.08533622332868965, 0.10393662793970708, -0.023192056083646148, 0.0025876569553889943, 0.09054093122076314, 0.10766652240527806, 0.15368205078738137], [-0.001885026032117818, -0.027914226410754826, -0.10287546725349853, -0.13355491239687217, -0.061826516734145714, -0.06930933597846109, -0.04279344054012067, 0.034119669473928665, -0.14219341253686038, -0.07792192591938883], [0.00418679908792488, 0.023301863738908638, -0.014757420986621524, -0.01829272704400749, -0.01614943752718525, 0.06725195742403586, -0.029673114884291724, 0.12790332593164902, 0.016490521857509016, 0.10176156472506478], [0.006327628145469277, 0.09089804094281641, 0.15009829477379982, 0.11062787286137622, 0.06165055545566826, 0.044616178118469296, 0.09056717857226923, 0.19518099140346876, 0.1462969926689358, 0.10524825492804765], [0.0071626356835028425, 0.0915297352450797, 0.042410782138959546, 0.00026915607327298446, 0.029771949191879483, 0.049168658590360334, 0.0011439952996343122, 0.02051158818770231, 0.17107319847799995, 0.1198562243153319], [-0.006411089546439548, -0.013182261517108256, -0.005981344264474173, -0.007539950785734189, 0.026309897046290158, 0.0670158827340531, 0.12170514751229462, 0.040484367928736054, 0.04457150229789415, 0.05458672888414379], [0.0013122038452484165, -0.08423423298827047, -0.09756301801438769, -0.03435058451669237, -0.06442937320533973, -0.030267746875334872, -0.014584379663477802, -0.0010560935402527082, 0.04351452012072274, -0.07562488892679509], [0.00929917001454741, -0.015532040593784747, 0.0830469379519021, 0.062171800461231316, -0.014374600822648256, 0.03239133311319332, 0.11544676162011222, -0.0050472256348668, -0.019955131031849923, 0.010583766784411978], [-0.008446320526152976, -0.0069226462446989965, -0.03995839667828816, 0.09232095349608865, 0.0675863099633551, -0.023842722014983095, -0.09969340562046884, -0.08612689860119578, -0.06701423606186632, -0.011528958133329499]]"
control_pc2,pc2,0.26138647688546024,0.24015709690237275,0.03533942786295445,-354.08003447860125,35,58.26095405264418,basinhopping,"[[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0], [0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]]",control,"[[0.005336762835541, -0.0681980256575988, 0.04947590090608611, 0.04755014558003729, 0.16393112884737307, 0.28729823793233933, 0.22148181550674811, 0.23707335387716677, 0.16042060117237134, 0.2056960331937137], [-0.004952870694631168, -0.06984543874756423, -0.06360983268324426, -0.0316840728341167, 0.033125139224117764, 0.1512720221728301, 0.09055620823319024, 0.021160359936266734, -0.0367505212074183, 0.09265454883858974], [-0.0036651376926358894, 0.02674277893903639, 0.05308212981161532, 0.12331098712399759, 0.20784903173932723, 0.16380356684580882, 0.08698321368320372, 0.1090597466296781, 0.12684286514630302, 0.2519254293359596], [0.0011883125254654515, -0.0229216641520409, 0.005368283583566502, -0.07495821966304266, -0.023696106220808852, -0.012786445568596892, -0.1208564653804371, -0.08341203901068178, -0.06499090745679265, 0.05861270943025729], [0.007254881679835667, -0.011578353792983855, 0.09555153957662607, 0.1193729485764094, 0.08592103523333267, 0.06699716118825531, 0.032663838403596754, -0.011159004145669185, 0.05696310582275853, -0.019278590557972305], [0.000529576138930572, -9.773622863610827e-05, 0.033473925284355416, 0.09535135662151722, 0.05797324809855707, 0.1105959315511318, 0.20767035973984035, 0.23982125173979968, 0.14328774141888262, 0.13320794706015304], [-0.001967313962587942, -0.12021986976876678, -0.1786082942460007, -0.06538337271342673, -0.13887519454053066, -0.18404544405892165, -0.07514584122685894, -0.02149359188595433, 0.03919286782640408, -0.09019247467151012], [0.0001487885305873049, 0.09071829482411109, 0.10490717045938042, 0.129832029419828, 0.023274591954531604, 0.11923112411662977, 0.2635983533196812, 0.14556191444264366, 0.190209293273371, 0.26293093366060094], [0.0028804338837922637, -0.003403733576774423, 0.07815279284360402, 0.02206996054316092, -0.005520351065569289, 0.01633573246144372, 0.015009155095191998, 0.09000565817052596, 0.15343916390629753, 0.10560870344702564], [-0.0008729252671350208, -0.035377294822818366, 0.05252754126655831, 0.0320425916385172, -0.013195319737876895, -0.09215982974998016, -0.14679336335267243, -0.19719625688328696, -0.16623544321247832, -0.1527058783525407], [0.0019848715171680077, 0.06670698076595977, 0.1004385110643594, -0.03757705609570129, -0.04137812938484433, 0.04173215797147115, 0.04989546110361043, 3.177306196682633e-05, -0.010251207124017923, -0.12954684531446362], [-0.004588689480354302, -0.05237991270838553, -0.010335740371830285, -0.004332267379433386, -0.010215395160331453, -0.07790194110695194, -0.17844899460661012, -0.06889382526185965, 0.08718674024439248, 0.0638141739683919], [0.0037125201527561224, -0.03752581118051975, -0.01137589008981011, -0.08338211769004408, -0.09189618913149807, 0.00938145268600303, -0.02415483409586172, -0.017826167553770887, -0.01638747263055296, -0.08904880919966018], [-0.001518152513222133, -0.06708172967582515, -0.1112858235938265, -0.05449485268834566, -0.02552638416785177, -0.05244994036790535, -0.1472784498828115, -0.051513855664938726, 0.020473819066499963, 0.006249798848277574], [-0.007875309859691766, -0.0768132307207541, 0.014489787726667064, 0.06630993091773371, -0.009320428021399346, 0.10379226120381595, 0.24219297834056214, 0.15450497394419496, 0.1192148991296865, 0.19196535265322662], [0.00917381142917229, 0.027857831067408363, 0.08701560526658118, 0.06974728209028441, 0.08001592304396941, -0.0062289736132534745, 0.05795807800577271, -0.10298111646172556, -0.055642241603204926, -0.054310915363591436], [0.00687274035386251, 0.08763045356668545, 0.005857649626173689, 0.049096805834378206, -0.017527055382138564, 0.06732092504518353, 0.04458043739684592, -0.036564238594934004, -0.10491530429248434, -0.16401985348590392], [0.005128527067408255, 0.010880535888592134, -0.07647764660373119, -0.07870930330627329, -0.10010033858467948, 0.0023650647199536523, -0.032781304826475136, 0.10172937175991768, -0.056108589589920724, -0.01719887673015886], [0.0040845248738844075, -0.01271025927679566, 0.04007023739881674, 0.04717471141705363, 0.08566804870021616, 0.035840239250416746, -0.12735273195304117, -0.14805941219045052, -0.1157191524524474, -0.05250199944461115], [-0.0024218899529430417, 0.14428428052275433, 0.1405615892638228, 0.08988008129439999, 0.17269366326678232, 0.08816486529608919, 0.19707139312155422, 0.18235977839960896, 0.1352618965740391, 0.15946503794576242], [-0.004841693757662984, 0.1162245518550112, 0.11266962811115552, 0.05630311922371008, 0.07443203013014403, 0.10895182830335569, 0.014538010971054616, 0.10490803192658064, 0.03178563757648602, 0.02306283282333519], [0.009770208923214705, -0.042953136523093294, -0.01129498449813316, -0.04711478712558109, 0.10989261226344801, 0.1382581465958808, 0.04678018555898451, 0.1515867250854344, 0.08373883958975664, 0.0037284870153020816], [-0.0013580080992415878, 0.14764977772184876, 0.11490830635926472, 0.06242716305631466, 0.03387708432478242, 0.013509983205640896, -0.008598892770443647, -0.03079094812372017, -0.07268178958629269, -0.07987997711320419], [-0.0043985002815174834, 0.07861361306046402, -0.04724429406682876, -0.025574712198177352, 0.03437105340523741, 0.18969465907072597, 0.10637098735626405, 0.002043004577992405, 0.08545855564491969, 0.0437303220874343], [-0.003911474710069878, 0.06396389814988088, 0.046444358488331124, 0.044787103844298966, 0.06286304396909957, -0.003974291103862673, 0.07481220466712059, 0.14029635357687292, 0.05725263754920348, 0.08205263323368961], [0.0007273209817402604, -0.041099262264623126, -0.05310308409327742, -0.19305609629863102, -0.184961534282856, -0.20022569587537392, -0.13817045066562444, -0.16636181146538095, -0.08402658508194713, 0.025476856247989565], [-6.469412784485763e-05, 0.15372512183598344, 0.16466789919178962, 0.08533622332868965, 0.10393662793970708, -0.023192056083646148, 0.0025876569553889943, 0.09054093122076314, 0.10766652240527806, 0.15368205078738137], [-0.001885026032117818, -0.027914226410754826, -0.10287546725349853, -0.13355491239687217, -0.061826516734145714, -0.06930933597846109, -0.04279344054012067, 0.034119669473928665, -0.14219341253686038, -0.07792192591938883], [0.00418679908792488, 0.023301863738908638, -0.014757420986621524, -0.01829272704400749, -0.01614943752718525, 0.06725195742403586, -0.029673114884291724, 0.12790332593164902, 0.016490521857509016, 0.10176156472506478], [0.006327628145469277, 0.09089804094281641, 0.15009829477379982, 0.11062787286137622, 0.06165055545566826, 0.044616178118469296, 0.09056717857226923, 0.19518099140346876, 0.1462969926689358, 0.10524825492804765], [0.0071626356835028425, 0.0915297352450797, 0.042410782138959546, 0.00026915607327298446, 0.029771949191879483, 0.049168658590360334, 0.0011439952996343122, 0.02051158818770231, 0.17107319847799995, 0.1198562243153319], [-0.006411089546439548, -0.013182261517108256, -0.005981344264474173, -0.007539950785734189, 0.026309897046290158, 0.0670158827340531, 0.12170514751229462, 0.040484367928736054, 0.04457150229789415, 0.05458672888414379], [0.0013122038452484165, -0.08423423298827047, -0.09756301801438769, -0.03435058451669237, -0.06442937320533973, -0.030267746875334872, -0.014584379663477802, -0.0010560935402527082, 0.04351452012072274, -0.07562488892679509], [0.00929917001454741, -0.015532040593784747, 0.0830469379519021, 0.062171800461231316, -0.014374600822648256, 0.03239133311319332, 0.11544676162011222, -0.0050472256348668, -0.019955131031849923, 0.010583766784411978], [-0.008446320526152976, -0.0069226462446989965, -0.03995839667828816, 0.09232095349608865, 0.0675863099633551, -0.023842722014983095, -0.09969340562046884, -0.08612689860119578, -0.06701423606186632, -0.011528958133329499]]"
