Subject,pc,sigma,lambda,theta,nLogLik,n_parameters,aic,optimizer,Timepoint,Treatment,x
control_0,pc1,0.27145427635302066,0.1803153457022567,0.20389263868326285,-9.511944317467028,10,15.494903389106966,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.005336762835541, -0.0681980256575988, 0.04947590090608611, 0.04755014558003729, 0.16393112884737307, 0.28729823793233933, 0.22148181550674811, 0.23707335387716677, 0.16042060117237134, 0.2056960331937137]"
control_0,pc2,0.254211281976347,1.0232990138039546,-0.03900997040745324,-10.561964497519169,10,15.285481414123284,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0025413741615220387, 0.0030106327980395564, -0.04224128500414336, -0.18484499686925185, -0.03194041955901836, -0.03187987699942369, 0.024432936318141155, -0.0047980859089174, -0.09275810186901959, 0.007970138439563679]"
control_0,pc3,0.2418521325882686,0.4441965072190042,-0.02770706075951872,-11.35927519146034,10,15.139930784622322,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.004256482325255891, 0.11221246508641514, 0.09847766479518603, 0.014720334072097885, -0.029346244114405902, -0.07507095642252078, -0.10580621469877174, -0.11673958467107637, -0.02634564271831344, -0.007913039716003711]"
control_1,pc1,0.2591047279628914,0.644118317779623,0.03762127462406345,-10.256800811335374,10,15.344118041282911,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.004952870694631168, -0.06984543874756423, -0.06360983268324426, -0.0316840728341167, 0.033125139224117764, 0.1512720221728301, 0.09055620823319024, 0.021160359936266734, -0.0367505212074183, 0.09265454883858974]"
control_1,pc2,0.17900130392499516,0.7077963570380372,0.007394900842784134,-16.174209577315555,10,14.433164055485465,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0074694910432240415, -0.012021511087521107, -0.035252195492701276, -0.04308330509312994, -0.03410391147394718, 0.04184008263786131, -0.01476116283806199, 0.019450795744403927, 0.01648459909926076, 0.05580423367742046]"
control_1,pc3,0.21130710494110883,1.267352880322835,0.009787947569436772,-13.519551008892336,10,14.791726278676162,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.00403186041228683, -0.04182846449641636, -0.009397693558107018, 0.059412902952779234, 0.0054985782526277005, 0.06540248063264259, -0.030874277799255112, -0.054804128270363316, 0.06403379181335767, 0.006936013048246155]"
control_2,pc1,0.23683205043009511,0.43326965521605676,0.17454781507507786,-11.694962915184744,10,15.081683541932684,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0036651376926358894, 0.02674277893903639, 0.05308212981161532, 0.12331098712399759, 0.20784903173932723, 0.16380356684580882, 0.08698321368320372, 0.1090597466296781, 0.12684286514630302, 0.2519254293359596]"
control_2,pc2,0.18534542106434237,0.6224560533661153,0.11457620460452989,-15.61711360029148,10,14.503265322755464,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.007379497481884425, 0.04895811285640309, 0.03620820131156759, 0.08834536849630956, 0.0784596497476347, 0.09127319440442114, 0.18167954640085948, 0.12688901744626652, 0.14880855817982427, 0.09270340238658585]"
control_2,pc3,0.25712483066801894,0.5352098844477466,-0.009821043602846906,-10.379580075370594,10,15.3203191564944,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.00734722926966078, 0.07377872709546315, 0.14431086368326912, 0.06573540044868204, 0.11107084321680948, 0.04316715882260068, -0.08769014390794753, -0.022109993242810613, -0.11375687226479525, -0.05026579845678719]"
control_3,pc1,0.22663980710887582,1.085112320772779,-0.043411776410825165,-12.398830992826543,10,14.964795613210415,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0011883125254654515, -0.0229216641520409, 0.005368283583566502, -0.07495821966304266, -0.023696106220808852, -0.012786445568596892, -0.1208564653804371, -0.08341203901068178, -0.06499090745679265, 0.05861270943025729]"
control_3,pc2,0.2344613952117327,0.7606875935078086,-0.019905086073996006,-11.855876522279086,10,15.05435269257606,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0016625328418740427, -0.0005576254400262613, -0.03513726166584569, -0.03047382092874316, 0.07680277814744282, 0.00538711135071443, -0.008132063249232248, -0.12987137339590524, -0.0728600136349851, -0.008323963477167004]"
control_3,pc3,0.22083460583250628,0.24796372034806904,-0.08868208641692123,-12.813934638493809,10,14.898933555169727,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0054997048270253755, 0.05629895831500317, 0.02527201690692183, 0.0011359531518964142, -0.023493553014575626, -0.03464195033295256, -0.14090178835872286, -0.08896182612083955, -0.13318142404499145, -0.11319087340197607]"
control_4,pc1,0.19728471081862275,0.33770068302677503,0.007220855222531523,-14.618124784913931,10,14.63547563518127,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.007254881679835667, -0.011578353792983855, 0.09555153957662607, 0.1193729485764094, 0.08592103523333267, 0.06699716118825531, 0.032663838403596754, -0.011159004145669185, 0.05696310582275853, -0.019278590557972305]"
control_4,pc2,0.2807203981761141,0.13333486932804436,-0.1313594365203737,-8.974831814546873,10,15.61115161025499,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.006765969195865997, -0.0719959644831805, 0.05969887381491469, 0.1187734302948023, 0.2106609105295088, 0.1665706609388711, 0.08496301599114381, -0.002148524787209047, -0.14385647458747547, -0.08024990066262094]"
control_4,pc3,0.2758695311713308,0.47755655794164853,-0.015023651497249307,-9.253650706004194,10,15.54996371083675,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.006294234970724184, -0.031915130762039404, -0.010066593390011078, 0.07838701816951743, 0.06375449388700516, 0.12275707005376657, -0.007902454573856077, -0.08376608406381347, -0.17029924563543808, -0.03542522400872211]"
control_5,pc1,0.2261104615390992,0.34470781450983334,0.14702544780611765,-12.436197569114583,10,14.958777242119494,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.000529576138930572, -9.773622863610827e-05, 0.033473925284355416, 0.09535135662151722, 0.05797324809855707, 0.1105959315511318, 0.20767035973984035, 0.23982125173979968, 0.14328774141888262, 0.13320794706015304]"
control_5,pc2,0.17856119228250988,1.136455496629897,0.08980534430063065,-16.213520702477446,10,14.428308989183869,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0032789439437419256, 0.09306663432247779, 0.048484378248899784, 0.08208516496813079, 0.09684387442949134, 0.15110137955668956, 0.08830671341949117, 0.061686372459912535, 0.1186953738600779, 0.03593422943202172]"
control_5,pc3,0.18968913225785197,1.3664338851155609,-0.010407005913486297,-15.246321971333966,10,14.55132341648659,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.009349997717804351, -0.05377738207900618, -0.010208423355399253, -0.0487371831194019, 0.04936141066802772, -0.020975345757069407, -0.007103548631172503, 0.04432542565946442, -0.02144887206151195, -0.04656554946433361]"
control_6,pc1,0.2534915351737872,0.8696500789616832,-0.08257929924700132,-10.607260150390658,10,15.27692262696871,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.001967313962587942, -0.12021986976876678, -0.1786082942460007, -0.06538337271342673, -0.13887519454053066, -0.18404544405892165, -0.07514584122685894, -0.02149359188595433, 0.03919286782640408, -0.09019247467151012]"
control_6,pc2,0.22609292216199134,0.45075556860317145,-0.12281754336793303,-12.437381625426964,10,14.958586830228384,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.00011035659345576488, 0.02202735200900968, -0.042614100074873, -0.13894690410606167, -0.20682497704271946, -0.10627693642601835, -0.09467793424664553, -0.11802585362569748, -0.1508550562027189, -0.12061509762219766]"
control_6,pc3,0.20535609840735092,0.41745330951187265,-0.03201835683259718,-13.976603350640215,10,14.725230515238447,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.00742931499802304, 0.008264953385249104, 0.033467918572000335, 0.06909465200299914, 0.028954536696714342, 0.0020464473799533048, -0.08660684211105696, -0.01987357389372782, -0.06802638230079666, -0.06896557798094631]"
control_7,pc1,0.2694473685333595,0.6551186001813154,0.16952885689723607,-9.630616964263673,10,15.470105418680863,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0001487885305873049, 0.09071829482411109, 0.10490717045938042, 0.129832029419828, 0.023274591954531604, 0.11923112411662977, 0.2635983533196812, 0.14556191444264366, 0.190209293273371, 0.26293093366060094]"
control_7,pc2,0.23126081561587,0.5562947704836778,-0.02441803459956415,-12.075822799232878,10,15.017589324119236,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.005374483735004276, -0.028813279323258164, -0.15225999303866003, -0.17057896883334228, -0.03965681035021462, -0.09685848859782067, 0.017345014931999456, -0.014240823250030628, 0.0263345717682677, 0.009426186662550032]"
control_7,pc3,0.22000712633540115,0.5473889779637309,-0.08002532348368335,-12.874124671367579,10,14.889561084902594,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0034251848094902005, 0.01739301699744916, 0.04775013706208951, -0.03348266553273327, 0.00589129440058897, -0.08501406466767479, -0.16582452761368888, -0.08105349984966059, -0.1032339364576535, -0.09138941142255302]"
control_8,pc1,0.20542952809892412,0.3098299830414782,0.055089666416676786,-13.970911990478868,10,14.72604509358941,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0028804338837922637, -0.003403733576774423, 0.07815279284360402, 0.02206996054316092, -0.005520351065569289, 0.01633573246144372, 0.015009155095191998, 0.09000565817052596, 0.15343916390629753, 0.10560870344702564]"
control_8,pc2,0.25298073900767215,0.609540788636477,-0.056380154562997366,-10.639448029351922,10,15.270862788745532,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.007450248450632926, 0.0017415951739762191, 0.04512941744479105, 0.0356639798607521, 0.03606251023230169, -0.07344263439006932, -0.18617033929305243, -0.046618031912153884, -0.10831366404383275, -0.05299694013662727]"
control_8,pc3,0.25205508684628974,0.4860402420773997,0.1426508545771481,-10.698131672391801,10,15.259861767670182,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0007934611711590112, 0.05290697180580018, -0.01544726816979073, -0.012727514547173722, 0.14252116364637726, 0.1266684898682313, 0.21319253305288727, 0.24573685241249976, 0.1697497223243048, 0.06403280904496875]"
control_9,pc1,0.16982645416814138,0.20431822943389877,-0.21314942586858823,-17.016036612709186,10,14.331687540881397,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0008729252671350208, -0.035377294822818366, 0.05252754126655831, 0.0320425916385172, -0.013195319737876895, -0.09215982974998016, -0.14679336335267243, -0.19719625688328696, -0.16623544321247832, -0.1527058783525407]"
control_9,pc2,0.16214822497439435,0.27220336035859855,0.15465268690581493,-17.75625685455117,10,14.246524094687489,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0032588658543558236, -0.01490040850870071, -0.09939711632696509, -0.02186549604572416, 0.03394014294048664, 0.11191544738903697, 0.10595178058588021, 0.12407465289747505, 0.13922816067719151, 0.14269672369342778]"
control_9,pc3,0.27301928501911743,0.5253992825581331,0.1318961873395677,-9.419943108491799,10,15.514341901736408,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.00927309625076378, 0.08867775790471755, 0.13655956690060014, 0.15082249184150373, 0.18040386299619895, 0.31534970591201744, 0.15535940953170665, 0.08894545748652226, 0.014656509196976197, 0.05914816795591249]"
control_10,pc1,0.24372059211120706,0.9759295073014709,-0.008058232722990949,-11.236104743705168,10,15.161735537297965,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0019848715171680077, 0.06670698076595977, 0.1004385110643594, -0.03757705609570129, -0.04137812938484433, 0.04173215797147115, 0.04989546110361043, 3.177306196682633e-05, -0.010251207124017923, -0.12954684531446362]"
control_10,pc2,0.20423672937468462,0.45589222795053386,0.20842182672447432,-14.064119287618952,10,14.71274635464549,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.003958509887791122, 0.07715681158809676, 0.059100014012798435, 0.13506171413833734, 0.0895149454788411, 0.20700894470957593, 0.24747228384050843, 0.21662282123423657, 0.24039648792506563, 0.199374259257109]"
control_10,pc3,0.21811663870037212,0.6181822418519078,0.04005406988563927,-13.012081205276885,10,14.868243501218693,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.007908480337556282, 0.08541521336408614, 0.10563741512878823, 0.08846697726279164, 0.02885069967521909, -0.015681422000003234, -0.06490627153254896, 0.013949087917959818, 0.08127342036227675, 0.06842344567097727]"
control_11,pc1,0.2682354295700887,0.5474052919305783,-0.027420255897038226,-9.702768916721737,10,15.455177399786294,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.004588689480354302, -0.05237991270838553, -0.010335740371830285, -0.004332267379433386, -0.010215395160331453, -0.07790194110695194, -0.17844899460661012, -0.06889382526185965, 0.08718674024439248, 0.0638141739683919]"
control_11,pc2,0.2542497498943631,0.6777010582367947,0.09278490309329247,-10.559526878222954,10,15.285943051848324,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.004447541644284598, 0.038666952634816225, 0.04417455863210198, 0.0847349118119606, 0.07825073225107022, 0.20527828690522298, 0.13437544267993667, 0.14249097963010954, 0.11219296852398945, -0.033182393333594754]"
control_11,pc3,0.1815614700204614,0.6283956679595721,0.02797579887658358,-15.947041347266277,10,14.461453366889515,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.004756878030363356, 0.04122653278830409, 0.0005428688244478452, 0.019363668331308176, 0.02547734848278713, 0.046088407083241696, 0.06409905358606162, 0.058721806921657745, 0.02547352376187568, -0.052477304285576724]"
control_12,pc1,0.19065596308712957,1.0601485353228923,-0.04301171272758121,-15.164976501344238,10,14.562022816785706,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0037125201527561224, -0.03752581118051975, -0.01137589008981011, -0.08338211769004408, -0.09189618913149807, 0.00938145268600303, -0.02415483409586172, -0.017826167553770887, -0.01638747263055296, -0.08904880919966018]"
control_12,pc2,0.24274594943340552,0.7682946723466166,-0.0336792739446565,-11.300279874680928,10,15.15034501383508,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0005860587868110612, -0.012297370893763242, 0.006309885901391459, -0.039859308032151666, -0.11547147148336591, -0.022135373933928143, -0.12642144259355678, -0.05231045330019041, 0.018904056896775143, 0.0657602395704641]"
control_12,pc3,0.1900170743385936,0.8761907850970223,0.01633345692876218,-15.218753514995244,10,14.554943097504767,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0019523167587895585, 0.013009534583741945, 0.0015068890043168654, 0.037719753183374526, 0.04474338529342424, 0.03118070798969666, 0.04404747303638351, -0.01608814101601032, -0.0666233139906269, 0.03620903185866882]"
control_13,pc1,0.21717589533957543,0.82912582247966,-0.04511372414811972,-13.08127628436713,10,14.857636166947355,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.001518152513222133, -0.06708172967582515, -0.1112858235938265, -0.05449485268834566, -0.02552638416785177, -0.05244994036790535, -0.1472784498828115, -0.051513855664938726, 0.020473819066499963, 0.006249798848277574]"
control_13,pc2,0.26262759007811465,0.48131360245932875,0.06466101633672577,-10.040782136107717,10,15.38668997353572,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.009928812176699378, -0.05455610027428436, -0.03994302236327804, 0.04472136317858964, 0.0011372449826308126, 0.11480619922254351, 0.1778800375990547, 0.18321929756268762, 0.05078562220784666, 0.012385643734653728]"
control_13,pc3,0.22501380316675512,0.5160049481633793,-0.1098747398082772,-12.513914052384898,10,14.946317701128663,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0007173898342025997, -0.03839251253861209, 0.017201220567883778, -0.011205158398187982, -0.043495155377177165, -0.13551189455054258, -0.13728869890199816, -0.14857335657700338, -0.2002217058637809, -0.05823477255993151]"
control_14,pc1,0.2840098081687962,0.32833135363794996,0.1267383855026903,-8.788379920339617,10,15.653139229387783,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.007875309859691766, -0.0768132307207541, 0.014489787726667064, 0.06630993091773371, -0.009320428021399346, 0.10379226120381595, 0.24219297834056214, 0.15450497394419496, 0.1192148991296865, 0.19196535265322662]"
control_14,pc2,0.22673062305971714,0.06684991568819831,-0.4642509492415894,-12.392366895018453,10,14.965838579828457,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.0034961738120742303, 0.02309330506532158, 0.020998912258207738, -0.020810018274603773, 0.044338171494734124, -0.05911933196288828, -0.09625814271502538, -0.16726091158749062, -0.22656417988589092, -0.21337517254204413]"
control_14,pc3,0.21407903584690746,-0.04531325552828368,0.48016605319010375,-13.311016411485046,10,14.822816012018695,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.005973225806579005, 0.04720775905040597, 0.03539815261025644, 0.00968054925333299, 0.003516790256699256, 0.0012501754428338907, -0.014751871104184088, -0.10267921686248964, -0.20585939994107233, -0.1920196774782612]"
control_15,pc1,0.24012883140520008,0.596976713577311,-0.00829616293307097,-11.473713572648357,10,15.119882714593189,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.00917381142917229, 0.027857831067408363, 0.08701560526658118, 0.06974728209028441, 0.08001592304396941, -0.0062289736132534745, 0.05795807800577271, -0.10298111646172556, -0.055642241603204926, -0.054310915363591436]"
control_15,pc2,0.15503654621885948,0.5675077302149207,-0.16090688782143547,-18.47411682735312,10,14.167258675939804,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.009434999422726657, -0.0841978491468604, -0.15186436365228856, -0.16849561838475008, -0.12075410993530955, -0.18178091414408984, -0.18073445492290222, -0.18541948275682582, -0.1748375455081853, -0.1417604259964994]"
control_15,pc3,0.24451322088792848,1.200955751668864,-0.05420004851300392,-11.184229264516057,10,15.170990630775638,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.00995546536065866, -0.03810645463178783, -0.013916414989496986, -0.08814832549010349, -0.016787921158861643, -0.05344544152002761, -0.1747183334771446, -0.046040519040246974, -0.0645458233299321, 0.0550108717705944]"
control_16,pc1,0.2558899770934473,0.010817938357535738,-1.0279287872240004,-10.456600599404549,10,15.305533169361553,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.00687274035386251, 0.08763045356668545, 0.005857649626173689, 0.049096805834378206, -0.017527055382138564, 0.06732092504518353, 0.04458043739684592, -0.036564238594934004, -0.10491530429248434, -0.16401985348590392]"
control_16,pc2,0.22391611552336696,0.9391916678306065,-0.018337489447322844,-12.592174877440815,10,14.93384884088331,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[-0.0009981174048528606, 0.053970197372977015, -0.10475589303092142, -0.02261708688715286, 0.006045792154624169, -0.04333048335173259, -0.13271253170706881, 0.003239567759574763, -0.016288489553339357, -0.005021848948059952]"
control_16,pc3,0.2785110965783335,0.20890348612966006,-0.15589677634104449,-9.101303501098911,10,15.583164709712666,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.007536758654361431, 0.13085034789245903, 0.07822727224212397, -0.032539753255014875, -0.01245233331183452, -0.14106962965488476, -0.08887686949907544, -0.1642121922400044, -0.1905051050612129, -0.19199812537338573]"
control_17,pc1,0.24232826786688805,0.9808062643653875,-0.02108203940490483,-11.327981305570917,10,15.145448226670101,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.005128527067408255, 0.010880535888592134, -0.07647764660373119, -0.07870930330627329, -0.10010033858467948, 0.0023650647199536523, -0.032781304826475136, 0.10172937175991768, -0.056108589589920724, -0.01719887673015886]"
control_17,pc2,0.22847617617429852,0.435286592431952,-0.08556359075809969,-12.26963490789743,10,14.9857449931549,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.007640511479986305, -0.046203898024774696, 0.001082957692614045, -0.001686516248267979, -0.025913567269996447, -0.12385582412492405, -0.19069165239226893, -0.14711142735123095, -0.07332418175995659, -0.0019405717042246529]"
control_17,pc3,0.18226093869835386,0.5755658454951751,0.1322375853868598,-15.885416893213238,10,14.469196976330064,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control', 'control']","[0.004686176830371302, 0.06986375995627411, -0.002143885860014974, 0.05798191753977714, 0.1428779125239314, 0.17103546186535573, 0.18981985198279652, 0.10281241022435625, 0.11035523389683304, 0.0941161344108786]"
